ID,名称,属性,LV,Cost,HP,耐弾,耐ビ,耐格,射補,格補,スピ,高速移動,スラ,旋回地上,旋回宇宙,再出撃時間,スロ近,スロ中,スロ遠,"格闘判定力(0,1,2)",盾,装飾,IMG
MSR06802,グール,強襲,2,500,20000,22,22,22,0,42,140,205,65,78,-1,13,16,12,8,2,0,0,MSR06801.png
MSR06301,高機動型ガルバルディα,強襲,1,450,18500,22,10,22,25,20,135,220,70,69,78,13,14,12,6,2,0,0,MSR06301.png
MSR06302,高機動型ガルバルディα,強襲,2,500,20500,25,12,25,32,27,135,220,70,69,78,13,16,13,7,2,0,0,MSR06301.png
MSR06401,ジムⅢ［近接戦仕様］,強襲,1,450,15500,18,20,20,0,45,130,215,65,69,66,13,12,14,6,2,0,0,MSR06401.png
MSR06402,ジムⅢ［近接戦仕様］,強襲,2,500,17000,20,24,22,0,50,130,215,65,69,66,13,13,16,7,2,0,0,MSR06401.png
MSR06501,シャア専用ゲルググ,強襲,1,450,18500,10,18,20,25,28,135,210,70,69,69.8,13,13,13,6,2,1,0,MSR06501.png
MSR06502,シャア専用ゲルググ,強襲,2,500,20000,12,20,22,28,32,135,210,70,69,69.8,13,15,14,7,2,1,0,MSR06501.png
MSR06601,シルバー・ヘイズ改,強襲,1,450,15000,13,14,21,20,30,135,210,65,69,78,13,16,10,6,2,2,0,MSR06601.png
MSR06701,ストライカー・カスタム,強襲,1,450,15000,21,15,28,5,40,130,200,55,60,69,13,19,10,3,2,0,0,MSR06701.png
MSR06702,ストライカー・カスタム,強襲,2,500,16500,23,17,30,5,45,135,200,55,60,69,13,21,11,4,2,0,0,MSR06701.png
MSR06703,ストライカー・カスタム,強襲,3,550,18000,25,19,32,5,50,130,200,55,60,69,13,23,12,5,2,0,0,MSR06701.png
MSR06704,ストライカー・カスタム,強襲,4,600,19500,27,21,34,5,55,130,200,55,60,69,13,25,13,6,2,0,0,MSR06701.png
MSR06901,デザート・ゲルググ,強襲,1,450,16000,20,20,8,30,15,130,215,65,69,-1,13,9,10,13,2,0,0,MSR06901.png
MSR06902,デザート・ゲルググ,強襲,2,500,18500,23,22,9,33,17,130,215,65,69,-1,13,10,11,15,2,0,0,MSR06901.png
MSR06903,デザート・ゲルググ,強襲,3,550,20000,26,24,10,36,19,130,215,65,69,-1,13,11,12,17,2,0,0,MSR06901.png
MSR06904,デザート・ゲルググ,強襲,4,600,21500,29,26,11,39,21,130,215,65,69,-1,13,12,13,19,2,0,0,MSR06901.png
MSR07001,ドルメル,強襲,1,450,20500,14,14,20,7,38,140,210,75,75,84,13,18,10,7,2,0,0,MSR07001.png
MSR07002,ドルメル,強襲,2,500,22000,16,16,22,10,42,140,210,75,75,84,13,20,11,8,2,0,0,MSR07001.png
MSR07101,ネロ・トレーナー,強襲,1,450,17000,15,15,18,15,40,130,215,75,72,81,13,18,11,5,2,0,0,MSR07101.png
MSR07102,ネロ・トレーナー,強襲,2,500,18500,17,17,20,17,45,130,215,75,72,81,13,20,12,6,2,0,0,MSR07101.png
MSR07201,ブラックライダー,強襲,1,450,16500,15,5,23,13,37,125　(地上適正込み：128),205,55,66,-1,13,14,10,8,2,0,0,MSR07201.png
MSR07202,ブラックライダー,強襲,2,500,18000,17,6,26,15,40,125,205,55,66,-1,13,16,11,9,2,0,0,MSR07201.png
MSR07301,G-3ガンダム,強襲,1,450,13000,14,14,20,30,15,135,200,65,63,66.9,13,13,16,3,2,1,0,MSR07301.png
MSR07302,G-3ガンダム,強襲,2,500,15750,16,16,22,33,17,135,200,65,63,66.9,13,15,18,7,2,1,0,MSR07301.png
MSR07303,G-3ガンダム,強襲,3,550,17250,18,18,24,36,19,135,200,65,63,66.9,13,17,19,8,2,1,0,MSR07301.png
MSR07304,G-3ガンダム,強襲,4,600,18750,20,20,26,39,21,135,200,65,63,66.9,13,19,20,9,2,1,0,MSR07301.png
MSR07305,G-3ガンダム,強襲,5,650,20000,22,22,28,42,23,135,200,65,63,66.9,13,21,21,10,2,1,0,MSR07301.png
MSR07401,エンゲージゼロ［追加BST装備型］,強襲,1,500,17500,12,20,22,10,40,130,220,75,69,75.7,14,18,14,8,2,1,0,MSR07401.png
MSR07402,エンゲージゼロ［追加BST装備型］,強襲,2,550,19000,14,22,24,13,44,130,220,75,69,75.7,14,20,15,9,2,1,0,MSR07401.png
MSR07501,ガズエル,強襲,1,500,19000,13,13,28,5,45,135,220,70,72,81,14,19,10,7,2,0,0,MSR07501.png
MSR07502,ガズエル,強襲,2,550,21000,15,15,30,7,48,135,225,70,72,81,14,22,13,10,2,0,0,MSR07501.png
MSR07503,ガズエル,強襲,3,600,23000,17,17,32,9,51,135,225,70,72,81,14,24,14,12,2,0,0,MSR07501.png
MSR07504,ガズエル,強襲,4,650,25000,19,19,34,11,54,135,225,70,72,81,14,26,15,14,2,0,0,MSR07501.png
MSR07601,ガンダムピクシー（LA）,強襲,1,500,16500,14,14,26,0,55,130,225,75,72,-1,14,20,13,3,2,0,0,MSR07601.png
MSR07602,ガンダムピクシー（LA）,強襲,2,550,18000,16,16,28,0,60,130,225,75,72,-1,14,22,14,4,2,0,0,MSR07601.png
MSR07701,ガンダム5号機Bst,強襲,1,500,17000,21,21,22,5,50,130,225,75,69,72,14,19,14,7,2,0,0,MSR07701.png
MSR07702,ガンダム5号機Bst,強襲,2,550,18500,23,24,23,7,55,135,235,80,69,72,14,21,17,8,2,0,0,MSR07701.png
MSR07703,ガンダム5号機Bst,強襲,3,600,20000,26,26,24,9,60,130,225,75,69,72,14,23,18,9,2,0,0,MSR07701.png
MSR07704,ガンダム5号機Bst,強襲,4,650,22000,28,28,26,11,65,130,225,75,69,72,14,25,20,10,2,0,0,MSR07701.png
MSR07801,高機動型ゲルググ（GK）,強襲,1,500,19500,15,20,30,0,55,135,225,75,75,84,14,18,13,9,2,0,0,MSR07801.png
MSR07802,高機動型ゲルググ（GK）,強襲,2,550,21000,18,22,35,0,62,135,225,75,75,84,14,19,15,10,2,0,0,MSR07801.png
MSR07901,サイコ・ザク マークⅡ【TB】,強襲,1,500,16500,15,14,25,10,40,145,225,55,84,-1,14,15,17,7,2,0,0,MSR07901.png
MSR07902,サイコ・ザク マークⅡ【TB】,強襲,2,550,18500,17,16,27,12,45,145,225,55,84,-1,14,16,18,9,2,0,0,MSR07901.png
MSR08001,ジム・ナイトシーカー（V）,強襲,1,500,16000,26,21,7,25,25,130,215,65,75,69,14,17,13,6,1,1,0,MSR08001.png
MSR08002,ジム・ナイトシーカー（V）,強襲,2,550,17500,29,24,7,27,28,135,215,70,75,69,14,19,14,7,1,1,0,MSR08001.png
MSR08003,ジム・ナイトシーカー（V）,強襲,3,600,19000,31,27,7,29,31,130,215,65,75,69,14,21,15,8,1,1,0,MSR08001.png
MSR08004,ジム・ナイトシーカー（V）,強襲,4,650,20500,34,30,7,31,34,130,215,65,75,69,14,23,16,9,1,1,0,MSR08001.png
MSR08101,ジム・NS［宇宙戦仕様］（V）,強襲,1,500,16500,5,25,25,20,30,135,215,65,69,75.7,14,15,13,8,1,1,0,MSR08101.png
MSR08102,ジム・NS［宇宙戦仕様］（V）,強襲,2,550,18500,8,29,28,22,35,135,215,65,69,75.7,14,17,14,9,1,1,0,MSR08101.png
MSR08103,ジム・NS［宇宙戦仕様］（V）,強襲,3,600,20500,11,31,32,24,40,135,215,65,69,75.7,14,19,15,10,1,1,0,MSR08101.png
MSR08104,ジム・NS［宇宙戦仕様］（V）,強襲,4,650,22500,13,34,36,26,45,135,215,65,69,75.7,14,21,16,11,1,1,0,MSR08101.png
MSR08201,シュツルム・ガルス,強襲,1,500,14000,16,16,16,0,40,160,225,5,78,82.2,14,19,7,10,2,1,0,MSR08201.png
MSR08202,シュツルム・ガルス,強襲,2,550,15000,16,16,22,0,45,160,225,5,78,82.2,14,21,8,11,2,1,0,MSR08201.png
MSR08301,ティターニア,強襲,1,500,18000,17,23,14,17,33,135,220,80,72,69,14,19,12,5,2,0,0,MSR08301.png
MSR08302,ティターニア,強襲,2,550,19000,19,25,16,19,36,135,220,80,72,69,14,21,13,6,2,0,0,MSR08301.png
MSR08401,フルアーマー・ガンダム【TB】,強襲,1,500,14000,24,24,6,35,15,145,225,80,-1,58.7,14,8,15,17,2,1,0,MSR08401.png
MSR08402,フルアーマー・ガンダム【TB】,強襲,2,550,15000,26,26,8,40,15,145,225,80,-1,58.7,14,10,18,18,2,1,0,MSR08401.png
MSR08403,フルアーマー・ガンダム【TB】,強襲,3,600,16000,28,28,10,45,15,145,225,80,-1,58.7,14,12,19,19,2,1,0,MSR08401.png
MSR08501,プロトΖガンダム［X1型］,強襲,1,500,17000,17,21,16,30,15,135,210,70,69,78,14,14,13,16,2,0,0,MSR08501.png
MSR08601,ヘイズル2号機,強襲,1,500,16000,14,16,30,8,38,130,220,80,69,75.7,14,18,12,6,2,1,0,MSR08601.png
MSR08602,ヘイズル2号機,強襲,2,550,17500,16,18,32,10,41,130,220,80,69,75.7,14,19,14,7,2,1,0,MSR08601.png
MSR08701,ボリノーク・サマーン,強襲,1,500,20000,25,18,30,15,35,135,225,75,66,75,14,16,14,6,2,0,0,MSR08701.png
MSR08702,ボリノーク・サマーン,強襲,2,550,21500,27,19,33,17,38,135,225,75,66,75,14,18,15,7,2,0,0,MSR08701.png
MSR08703,ボリノーク・サマーン,強襲,3,600,23000,29,20,36,19,41,135,225,75,66,75,14,21,17,9,2,0,0,MSR08701.png
MSR08704,ボリノーク・サマーン,強襲,4,650,24500,31,21,39,21,44,135,225,75,66,75,14,23,18,10,2,0,0,MSR08701.png
MSR08801,R・ジャジャ,強襲,1,500,20000,9,19,26,10,40,135,225,75,69,78,14,17,15,8,2,0,0,MSR08801.png
MSR08802,R・ジャジャ,強襲,2,550,22000,10,22,28,12,43,135,225,75,69,78,14,18,18,9,2,0,0,MSR08801.png
MSR08803,R・ジャジャ,強襲,3,600,24000,11,25,30,14,46,135,225,75,69,78,14,20,19,10,2,0,0,MSR08801.png
MSR08804,R・ジャジャ,強襲,4,650,26000,12,28,32,16,49,135,225,75,69,78,14,22,20,12,2,0,0,MSR08801.png
MSR08901,エンゲージガンダム［BST装備］,強襲,1,550,18500,18,22,20,30,25,130,220,75,72,78.6,14,15,17,8,2,1,0,MSR08901.png
MSR08902,エンゲージガンダム［BST装備］,強襲,2,600,20000,20,24,22,33,29,130,220,75,72,78.6,14,16,19,9,2,1,0,MSR08901.png
MSR09001,ガズエル・グラウ,強襲,1,550,20000,19,17,24,22,33,135,215,70,75,84,14,20,14,6,2,0,0,MSR09001.png
MSR09002,ガズエル・グラウ,強襲,2,600,21500,21,19,26,24,36,135,215,70,75,84,14,22,15,7,2,0,0,MSR09001.png
MSR09101,ガンダム試作2号機［BB仕様］,強襲,1,550,16000,24,24,24,35,22,115,225,75,54,61.1,14,18,14,8,2,1,0,MSR09101.png
MSR09102,ガンダム試作2号機［BB仕様］,強襲,2,600,17000,26,26,26,40,24,115,225,75,54,61.1,14,20,15,9,2,1,0,MSR09101.png
MSR09103,ガンダム試作2号機［BB仕様］,強襲,3,650,18000,28,28,28,45,26,115,225,75,54,61.1,14,22,16,10,2,1,0,MSR09101.png
MSR09104,ガンダム試作2号機［BB仕様］,強襲,4,700,22000,30,30,30,50,28,115,225,75,54,61.1,14,24,17,11,2,1,0,MSR09101.png
MSR09201,ガーベラ・テトラ,強襲,1,550,16500,23,23,24,35,20,135,220,80,66,75,14,17,14,9,2,0,0,MSR09201.png
MSR09202,ガーベラ・テトラ,強襲,2,600,18000,25,25,26,38,22,135,220,80,66,75,14,19,15,10,2,0,0,MSR09201.png
MSR09203,ガーベラ・テトラ,強襲,3,650,19500,27,27,28,41,24,135,220,80,66,75,14,20,18,14,2,0,0,MSR09201.png
MSR09204,ガーベラ・テトラ,強襲,4,700,21000,29,29,30,44,26,135,220,80,66,75,14,21,21,18,2,0,0,MSR09201.png
MSR09301,ギャプラン,強襲,1,550,21000,20,22,28,37,18,145,195,225,72,75,14,11,18,11,2,0,0,MSR09301.png
MSR09302,ギャプラン,強襲,2,600,22500,22,24,30,40,20,145,225,80,72,75,14,12,20,12,2,0,0,MSR09301.png
MSR09303,ギャプラン,強襲,3,650,24000,24,26,32,43,22,145,225,80,72,75,14,13,22,13,2,0,0,MSR09301.png
MSR09304,ギャプラン,強襲,4,700,25500,26,28,34,46,24,145,225,80,72,75,14,14,24,14,2,0,0,MSR09301.png
MSR09401,ギラ・ドーガ［サイコミュ試験型］,強襲,1,550,20000,22,26,20,40,15,135,215,75,69,78,14,8,18,14,2,0,0,MSR09401.png
MSR09701,ジェガン（CH）,強襲,1,550,17000,18,20,26,24,31,135,220,65,69,78,14,21,12,7,2,0,0,MSR09701.png
MSR09501,ゼク・アイン［第1種兵装］,強襲,1,550,23000,20,20,28,5,45,140,220,80,72,81,14,19,15,6,2,0,0,MSR09501.png
MSR09502,ゼク・アイン［第1種兵装］,強襲,2,600,25000,22,22,30,8,49,140,220,80,72,81,14,21,16,7,2,0,0,MSR09501.png
MSR09503,ゼク・アイン［第1種兵装］,強襲,3,650,27000,24,24,32,11,53,140,220,80,72,81,14,25,18,10,2,0,0,MSR09501.png
MSR09504,ゼク・アイン［第1種兵装］,強襲,4,700,29000,26,26,34,14,57,140,220,80,72,81,14,27,20,12,2,0,0,MSR09501.png
MSR09601,ゼー・ズール,強襲,1,550,19000,22,22,22,10,45,130,210,70,78,-1,14,22,10,8,2,0,0,MSR09601.png
MSR09602,ゼー・ズール,強襲,2,600,20500,26,26,26,12,50,130,210,70,78,-1,14,23,12,9,2,0,0,MSR09601.png
MSR09603,ゼー・ズール,強襲,3,650,22000,28,28,28,14,55,130,210,70,78,-1,14,24,14,10,2,0,0,MSR09601.png
MSR09604,ゼー・ズール,強襲,4,700,24000,30,30,30,16,60,130,210,70,78,-1,14,25,16,11,2,0,0,MSR09601.png
MSR09801,バウ,強襲,1,550,17000,20,28,12,28,27,130,215,75,66,72.8,14,15,15,10,2,1,0,MSR09801.png
MSR09802,バウ,強襲,2,600,18500,22,30,14,31,29,135,220,80,66,72.8,14,17,17,10,2,1,0,MSR09801.png
MSR09803,バウ,強襲,3,650,20000,25,31,15,34,31,130,215,75,66,72.8,14,18,18,12,2,1,0,MSR09801.png
MSR09804,バウ,強襲,4,700,21500,28,32,16,37,33,130,215,75,66,72.8,14,19,19,14,2,1,0,MSR09801.png
MSR09901,百式,強襲,1,550,18500,22,40,25,27,28,145,205,70,78,87,14,15,14,11,2,0,0,MSR09901.png
MSR09902,百式,強襲,2,600,20000,24,42,27,30,30,145,205,70,78,87,14,17,15,12,2,0,0,MSR09901.png
MSR09903,百式,強襲,3,650,21500,26,44,29,33,32,145,205,70,78,87,14,19,16,13,2,0,0,MSR09901.png
MSR09904,百式,強襲,4,700,23000,28,46,31,36,34,145,205,70,78,87,14,21,17,14,2,0,0,MSR09901.png
MSR10001,ヘイズル改［イカロス・U装備］,強襲,1,550,20000,19,30,17,31,24,125,205,60,69,64,14,14,9,17,2,1,0,MSR10001.png
MSR10101,ヘイズル改［高機動仕様］,強襲,1,550,17500,22,21,23,27,28,120,205,55,60,63,14,17,14,9,2,1,0,MSR10101.png
MSR10102,ヘイズル改［高機動仕様］,強襲,2,600,18500,23,24,25,30,32,120,205,55,60,63,14,18,16,10,2,1,0,MSR10101.png
MSR10201,ムーシカ,強襲,1,550,17500,22,20,25,33,22,125,220,80,72,69,14,14,12,14,2,0,0,MSR10201.png
MSR10202,ムーシカ,強襲,2,600,19000,24,22,27,36,26,130,220,80,72,69,14,16,16,16,2,0,0,MSR10201.png
MSR10301,リ・ガズィ,強襲,1,550,16000,19,19,22,30,20,135,220,70,69,75.7,14,14,15,14,2,1,0,MSR10301.png
MSR10302,リ・ガズィ,強襲,2,600,17000,21,21,24,34,23,140,225,75,69,75.7,14,15,17,15,2,1,0,MSR10301.png
MSR10303,リ・ガズィ,強襲,3,650,19000,23,23,26,38,26,135,220,70,69,75.7,14,17,18,16,2,1,0,MSR10301.png
MSR10304,リ・ガズィ,強襲,4,700,21000,25,25,28,50,29,135,220,70,69,75.7,14,20,19,18,2,1,0,MSR10301.png
MSR10401,アトラスガンダム（BC）【TB】,強襲,1,600,18000,24,20,22,25,35,135,225,75,78,87,15,18,14,12,2,0,0,MSR10401.png
MSR10501,ガンダムデルタカイ［陸戦仕様］,強襲,1,600,18000,20,26,20,35,25,140,200,215,75,-1,15,17,19,8,2,2,0,MSR10501.png
MSR10601,ギャプラン（I0）,強襲,1,600,22000,20,32,24,20,40,145,195,225,75,78,15,17,18,9,2,0,0,MSR10601.png
MSR10602,ギャプラン（I0）,強襲,2,650,23500,22,34,26,23,44,145,225,80,75,78,15,19,19,10,2,0,0,MSR10601.png
MSR10701,ギラ・ズール（EH）,強襲,1,600,22000,14,25,32,17,43,135,225,75,69,78,15,23,13,8,2,0,0,MSR10701.png
MSR10702,ギラ・ズール（EH）,強襲,2,650,24000,16,30,34,20,47,130,225,75,69,78,15,25,14,9,2,0,0,MSR10701.png
MSR10801,ゲルググ・ウェルテクス,強襲,1,600,21500,20,28,30,25,35,130,235,85,78,84.4,15,26,11,7,2,1,0,MSR10801.png
MSR10802,ゲルググ・ウェルテクス,強襲,2,650,23000,21,30,33,28,45,130,235,85,78,84.4,15,27,13,8,2,1,0,MSR10801.png
MSR10901,ディジェ［ルオ商会仕様］,強襲,1,600,22000,24,18,30,10,50,135,215,75,78,-1,15,22,16,6,2,0,0,MSR10901.png
MSR10902,ディジェ［ルオ商会仕様］,強襲,2,650,24000,26,20,32,11,56,135,215,75,78,-1,15,24,17,7,2,0,0,MSR10901.png
MSR11001,バイアラン・カスタム,強襲,1,600,21000,31,31,15,40,25,140,235,85,84,81,15,20,12,12,2,0,0,MSR11001.png
MSR11002,バイアラン・カスタム,強襲,2,650,23000,35,35,18,44,28,140,235,85,84,81,15,22,13,13,2,0,0,MSR11001.png
MSR11003,バイアラン・カスタム,強襲,3,700,25000,37,37,21,48,40,140,235,85,84,81,15,25,18,16,2,0,0,MSR11001.png
MSR11101,ハンブラビ,強襲,1,600,20000,10,28,28,25,35,130,180,220,75,78,15,21,17,6,2,0,0,MSR11101.png
MSR11102,ハンブラビ,強襲,2,650,22000,10,31,31,27,38,130,220,75,75,78,15,23,18,7,2,0,0,MSR11101.png
MSR11103,ハンブラビ,強襲,3,700,24000,10,34,34,35,45,130,220,75,75,78,15,25,19,8,2,0,0,MSR11101.png
MSR11201,ヘビーガンダム（I0）,強襲,1,600,19000,22,22,22,40,20,130,215,70,78,84.4,15,14,16,14,2,2,0,MSR11201.png
MSR11202,ヘビーガンダム（I0）,強襲,2,650,20500,24,24,24,44,23,130,215,70,78,84.4,15,15,17,16,2,2,0,MSR11201.png
MSR11301,リック・ディアスⅡ,強襲,1,600,23000,10,32,32,20,40,145,220,70,72,81,15,18,17,9,2,0,0,MSR11301.png
MSR11302,リック・ディアスⅡ,強襲,2,650,25000,11,35,34,22,48,145,220,70,72,81,15,21,17,10,2,0,0,MSR11301.png
MSR11303,リック・ディアスⅡ,強襲,3,700,27000,12,37,37,24,53,145,220,70,72,81,15,24,18,10,2,0,0,MSR11301.png
MSR11401,リック・ディジェ改,強襲,1,600,22000,18,20,28,21,44,135,230,75,72,78.6,15,20,16,8,2,1,0,MSR11401.png
MSR11402,リック・ディジェ改,強襲,2,650,23500,20,22,30,30,58,135,230,75,72,78.6,15,22,17,9,2,1,0,MSR11401.png
MSR11501,Sガンダム,強襲,1,600,21500,18,23,28,20,40,140,225,70,72,81,15,18,12,14,2,0,0,MSR11501.png
MSR11502,Sガンダム,強襲,2,650,24500,20,25,30,23,44,140,225,70,72,81,15,21,16,17,2,0,0,MSR11501.png
MSR11601,ΖプラスA1型,強襲,1,600,19000,14,32,28,27,33,130,190,220,69,-1,15,20,17,7,2,2,0,MSR11601.png
MSR11602,ΖプラスA1型,強襲,2,650,21000,15,35,30,29,45,135,220,230,69,-1,15,22,18,8,2,2,0,MSR11601.png
MSR11603,ΖプラスA1型,強襲,3,700,23000,17,37,32,31,50,130,220,75,69,-1,15,24,19,9,2,2,0,MSR11601.png
MSR11701,ガンダムMk-Ⅴ,強襲,1,650,22500,22,22,34,28,37,140,230,65,75,81.5,15,26,17,7,2,1,0,MSR11701.png
MSR11702,ガンダムMk-Ⅴ,強襲,2,700,25000,24,23,37,30,40,140,230,65,75,81.5,15,28,20,11,2,1,0,MSR11701.png
MSR11801,キュベレイMk-Ⅱ,強襲,1,650,22500,28,28,22,25,40,140,220,75,72,81,15,20,18,10,2,0,0,MSR11801.png
MSR11802,キュベレイMk-Ⅱ,強襲,2,700,25000,29,32,23,27,43,140,220,75,72,81,15,22,19,11,2,0,0,MSR11801.png
MSR11901,ザクⅢ改,強襲,1,650,21500,26,26,30,20,45,140,235,80,78,87,15,22,17,9,2,0,0,MSR11901.png
MSR11902,ザクⅢ改,強襲,2,700,24000,28,28,32,23,49,145,235,80,78,87,15,24,18,10,2,0,0,MSR11901.png
MSR12001,ジェスタ［シェザール隊仕様A］,強襲,1,650,21500,20,23,29,25,48,135,225,85,72,81,15,23,22,10,2,0,0,MSR12001.png
MSR12002,ジェスタ［シェザール隊仕様A］,強襲,2,700,23500,22,26,30,30,60,140,225,90,72,81,15,25,23,12,2,0,0,MSR12001.png
MSR12101,ディジェ（CA）,強襲,1,650,23000,27,27,28,28,29,120,230,80,66,75,15,18,16,18,2,0,0,MSR12101.png
MSR12102,ディジェ（CA）,強襲,2,700,25000,29,29,30,31,33,120,230,80,66,75,15,20,18,20,2,0,0,MSR12101.png
MSR12201,ディマーテル,強襲,1,650,21000,18,18,30,30,40,150,230,85,84,93,15,18,17,13,2,0,0,MSR12201.png
MSR12301,デルタプラス,強襲,1,650,18000,22,28,22,34,31,135,195,220,72,72.8,15,14,23,11,2,2,0,MSR12301.png
MSR12302,デルタプラス,強襲,2,700,20000,24,30,24,37,35,135,220,80,72,72.8,15,15,24,13,2,2,0,MSR12301.png
MSR12401,ナラティブガンダム［C装備］,強襲,1,650,21000,20,27,25,40,25,135,220,75,75,81.5,15,18,18,16,2,0,0,MSR12401.png
MSR12402,ナラティブガンダム［C装備］,強襲,2,700,23000,22,29,27,44,28,135,220,75,75,81.5,15,20,19,17,2,0,0,MSR12401.png
MSR12501,バウンド・ドック,強襲,1,650,21000,16,28,28,21,44,135,135,225,78,81,15,18,20,10,2,0,0,MSR12501.png
MSR12502,バウンド・ドック,強襲,2,700,23000,17,30,31,24,48,135,225,80,78,81,15,20,21,11,2,0,0,MSR12501.png
MSR12601,バルギル,強襲,1,650,22500,21,21,30,20,45,135,225,75,78,87,15,16,18,14,2,0,0,MSR12601.png
MSR12602,バルギル,強襲,2,700,24000,22,25,31,30,55,135,225,75,78,87,15,19,19,14,2,0,0,MSR12601.png
MSR12701,メッサーF02型,強襲,1,650,23000,23,26,29,31,34,140,230,80,78,72.8,15,21,19,8,2,1,1,MSR12701.png
MSR12801,ヤクト・ドーガ（GG）,強襲,1,650,22000,31,35,12,40,25,135,225,75,72,81,15,10,21,17,2,0,0,MSR12801.png
MSR12802,ヤクト・ドーガ（GG）,強襲,2,700,23500,33,38,13,44,28,135,225,75,72,81,15,13,24,19,2,0,0,MSR12801.png
MSR12901,強化型ΖΖガンダム,強襲,1,700,27000,24,31,31,40,30,125,190,235,69,78,16,20,18,14,2,0,0,MSR12901.png
MSR13001,ザクⅣ（IP）,強襲,1,700,29000,27,30,35,20,50,145,235,85,84,93,16,22,18,12,2,0,0,MSR13001.png
MSR13101,サザビー初期試験型,強襲,1,700,26000,18,31,33,30,40,130,230,80,75,-1,16,13,20,19,2,1,0,MSR13101.png
MSR13201,シナンジュ・スタイン（ZA）,強襲,1,700,25000,18,30,30,45,25,135,230,85,78,87,16,18,20,14,2,0,0,MSR13201.png
MSR13301,ナイチンゲール,強襲,1,700,29000,20,36,36,30,40,145,235,90,72,78.6,16,17,18,17,2,1,0,MSR13301.png
MSR13401,バンシィ,強襲,1,700,25500,24,24,30,25,10,45,60,135,75,78,16,21,18,14,2,0,0,MSR13401.png
MSR13501,ペーネロペー,強襲,1,700,28000,32,28,32,40,30,150,190,225,90,-1,16,19,21,13,2,0,0,MSR13501.png
MSR13601,RX-93ff νガンダム,強襲,1,700,22000,22,22,34,35,35,135,225,80,81,87.3,16,16,19,17,2,1,0,MSR13601.png
MSB00101,ザクⅡ,汎用,1,100,9500,2,2,2,5,5,110,155,50,45,45,5,2,3,2,1,0,1,MSB00101.png
MSB00102,ザクⅡ,汎用,2,150,11000,4,4,4,8,7,110,155,50,45,45,5,4,5,4,1,0,1,MSB00101.png
MSB00103,ザクⅡ,汎用,3,200,13000,6,6,6,11,9,110,155,50,45,45,5,6,6,6,1,0,1,MSB00101.png
MSB00104,ザクⅡ,汎用,4,250,14500,8,8,8,14,11,110,155,50,45,45,5,8,10,8,1,0,1,MSB00101.png
MSB00105,ザクⅡ,汎用,5,300,15500,10,10,10,17,13,110,155,50,45,45,5,12,14,12,1,0,1,MSB00101.png
MSB00201,ジム,汎用,1,100,8000,2,2,2,5,5,110,155,50,45,43.7,5,2,3,2,1,1,0,MSB00201.png
MSB00202,ジム,汎用,2,150,9500,4,4,4,8,7,110,155,50,45,43.7,5,4,5,4,1,1,0,MSB00201.png
MSB00203,ジム,汎用,3,200,11000,6,6,6,11,9,110,155,50,45,43.7,5,6,6,6,1,1,0,MSB00201.png
MSB00204,ジム,汎用,4,250,12750,8,8,8,14,11,110,155,50,45,43.7,5,8,10,8,1,1,0,MSB00201.png
MSB00205,ジム,汎用,5,300,13500,10,10,10,17,13,110,155,50,45,43.7,5,12,14,12,1,1,0,MSB00201.png
MSB00301,ジム・トレーナー,汎用,1,100,6750,2,2,2,10,0,115,160,50,45,45,5,2,2,0,1,0,0,MSB00301.png
MSB00302,ジム・トレーナー,汎用,2,150,8250,4,4,4,13,2,115,160,50,45,45,5,4,3,1,1,0,0,MSB00301.png
MSB00303,ジム・トレーナー,汎用,3,200,10000,6,6,6,16,4,115,160,50,45,45,5,5,5,2,1,0,0,MSB00301.png
MSB00401,ザクⅡFS型,汎用,1,150,8500,6,4,2,5,10,110,170,50,60,-1,5,4,4,0,2,0,0,MSB00401.png
MSB00402,ザクⅡFS型,汎用,2,200,10000,8,6,4,5,15,115,170,50,60,-1,5,6,4,2,2,0,0,MSB00401.png
MSB00403,ザクⅡFS型,汎用,3,250,11000,10,8,6,5,20,120,170,50,60,-1,5,7,5,4,2,0,0,MSB00401.png
MSB00404,ザクⅡFS型,汎用,4,300,12500,12,10,8,5,25,110,170,50,60,-1,5,9,6,5,2,0,0,MSB00401.png
MSB00405,ザクⅡFS型,汎用,5,350,13000,14,12,10,5,30,110,170,50,60,-1,5,10,7,7,2,0,0,MSB00401.png
MSB00501,陸戦型ジム,汎用,1,150,8000,11,4,2,10,5,110,165,50,51,-1,5,3,4,1,1,2,0,MSB00501.png
MSB00502,陸戦型ジム,汎用,2,200,9500,13,6,4,15,5,115,165,50,51,-1,5,4,6,2,1,2,0,MSB00501.png
MSB00503,陸戦型ジム,汎用,3,250,11000,15,8,6,20,5,110,165,50,51,-1,5,5,7,4,1,2,0,MSB00501.png
MSB00504,陸戦型ジム,汎用,4,300,12500,17,10,8,25,5,110,165,50,51,-1,5,6,9,5,1,2,0,MSB00501.png
MSB00505,陸戦型ジム,汎用,5,350,13500,19,12,10,30,5,110,165,50,51,-1,5,7,10,7,1,2,0,MSB00501.png
MSB00601,ゲム・カモフ,汎用,1,200,8000,4,4,4,12,0,115,160,55,48,46.6,7,4,6,2,1,1,0,MSB00601.png
MSB00602,ゲム・カモフ,汎用,2,250,9000,6,6,6,15,2,115,160,55,48,46.6,7,5,8,3,1,1,0,MSB00601.png
